Day,Hour,Radiation
229,8,0.011527378
229,9,0.051873199
229,10,0.037463977
229,11,0.034582133
229,12,0.034582133
229,13,0.095100865
229,14,0.239193084
229,15,0.121037464
229,16,0.100864553
229,17,0.066282421
229,18,0.017291066
229,19,0
229,20,0
230,6,0
230,7,0.002881844
230,8,0.034582133
230,9,0.23054755
230,10,0.484149856
230,11,0.671469741
230,12,0.775216138
230,13,0.737752161
230,14,0.610951009
230,15,0.685878963
230,16,0.478386167
230,17,0.244956772
230,18,0.100864553
230,19,0.005763689
230,20,0
231,6,0
231,7,0.008645533
231,8,0.086455331
231,9,0.187319885
231,10,0.282420749
231,11,0.282420749
231,12,0.484149856
231,13,0.593659942
231,14,0.518731988
231,15,0.449567723
231,16,0.265129683
231,17,0.158501441
231,18,0.07204611
231,19,0.008645533
231,20,0
232,6,0
232,7,0.005763689
232,8,0.040345821
232,9,0.09221902
232,10,0.276657061
232,11,0.489913545
232,12,0.564841499
232,13,0.573487032
232,14,0.556195965
232,15,0.285302594
232,16,0.106628242
232,17,0.051873199
232,18,0.020172911
232,19,0
232,20,0
233,6,0
233,7,0.002881844
233,8,0.054755043
233,9,0.265129683
233,10,0.489913545
233,11,0.723342939
233,12,0.775216138
233,13,0.867435159
233,14,0.804034582
233,15,0.648414986
233,16,0.498559078
233,17,0.253602305
233,18,0.152737752
233,19,0.008645533
233,20,0
234,6,0
234,7,0.017291066
234,8,0.161383285
234,9,0.340057637
234,10,0.585014409
234,11,0.662824207
234,12,0.463976945
234,13,0.573487032
234,14,0.46685879
234,15,0.864553314
234,16,0.711815562
234,17,0.342939481
234,18,0.063400576
234,19,0.014409222
234,20,0
235,6,0
235,7,0.011527378
235,8,0.04610951
235,9,0.288184438
235,10,0.57925072
235,11,0.538904899
235,12,0.322766571
235,13,0.409221902
235,14,0.628242075
235,15,0.4870317
235,16,0.414985591
235,17,0.354466859
235,18,0.121037464
235,19,0.011527378
235,20,0
236,6,0
236,7,0.005763689
236,8,0.063400576
236,9,0.195965418
236,10,0.253602305
236,11,0.42074928
236,12,0.711815562
236,13,0.734870317
236,14,0.930835735
236,15,0.726224784
236,16,0.585014409
236,17,0.354466859
236,18,0.103746398
236,19,0.014409222
236,20,0
237,6,0
237,7,0.005763689
237,8,0.037463977
237,9,0.077809798
237,10,0.129682997
237,11,0.155619597
237,12,0.322766571
237,13,0.55907781
237,14,0.510086455
237,15,0.403458213
237,16,0.484149856
237,17,0.317002882
237,18,0.100864553
237,19,0.011527378
237,20,0
238,6,0
238,7,0.002881844
238,8,0.011527378
238,9,0.037463977
238,10,0.112391931
238,11,0.201729107
238,12,0.181556196
238,13,0.495677233
238,14,0.527377522
238,15,0.414985591
238,16,0.371757925
238,17,0.09221902
238,18,0.040345821
238,19,0.002881844
238,20,0
239,6,0
239,7,0.005763689
239,8,0.034582133
239,9,0.123919308
239,10,0.524495677
239,11,0.703170029
239,12,0.812680115
239,13,0.893371758
239,14,0.824207493
239,15,0.717579251
239,16,0.495677233
239,17,0.190201729
239,18,0.103746398
239,19,0.011527378
239,20,0
240,6,0
240,7,0.023054755
240,8,0.115273775
240,9,0.337175793
240,10,0.634005764
240,11,0.711815562
240,12,0.737752161
240,13,0.853025937
240,14,0.922190202
240,15,0.812680115
240,16,0.608069164
240,17,0.377521614
240,18,0.155619597
240,19,0.017291066
240,20,0
241,6,0
241,7,0.017291066
241,8,0.097982709
241,9,0.213256484
241,10,0.504322767
241,11,0.757925072
241,12,0.899135447
241,13,0.919308357
241,14,0.878962536
241,15,0.755043228
241,16,0.587896254
241,17,0.377521614
241,18,0.16426513
241,19,0.017291066
241,20,0
242,6,0
242,7,0.023054755
242,8,0.170028818
242,9,0.377521614
242,10,0.585014409
242,11,0.755043228
242,12,0.734870317
242,13,0.804034582
242,14,0.708933718
242,15,0.746397695
242,16,0.507204611
242,17,0.342939481
242,18,0.146974063
242,19,0.014409222
242,20,0
243,6,0
243,7,0.023054755
243,8,0.129682997
243,9,0.190201729
243,10,0.285302594
243,11,0.521613833
243,12,0.682997118
243,13,0.57925072
243,14,0.824207493
243,15,0.766570605
243,16,0.590778098
243,17,0.371757925
243,18,0.155619597
243,19,0.014409222
243,20,0
244,6,0
244,7,0.020172911
244,8,0.083573487
244,9,0.178674352
244,10,0.363112392
244,11,0.657060519
244,12,0.556195965
244,13,0.593659942
244,14,0.829971182
244,15,0.536023055
244,16,0.573487032
244,17,0.293948127
244,18,0.11815562
244,19,0.011527378
244,20,0
245,6,0
245,7,0.020172911
245,8,0.170028818
245,9,0.389048991
245,10,0.608069164
245,11,0.780979827
245,12,0.870317003
245,13,0.933717579
245,14,0.887608069
245,15,0.726224784
245,16,0.602305476
245,17,0.368876081
245,18,0.161383285
245,19,0.017291066
245,20,0
246,6,0
246,7,0.020172911
246,8,0.175792507
246,9,0.412103746
246,10,0.628242075
246,11,0.668587896
246,12,0.472622478
246,13,0.481268012
246,14,0.662824207
246,15,0.596541787
246,16,0.625360231
246,17,0.236311239
246,18,0.054755043
246,19,0.002881844
246,20,0
247,6,0
247,7,0.002881844
247,8,0.017291066
247,9,0.051873199
247,10,0.074927954
247,11,0.089337176
247,12,0.152737752
247,13,0.242074928
247,14,0.383285303
247,15,0.380403458
247,16,0.391930836
247,17,0.227665706
247,18,0.100864553
247,19,0.011527378
247,20,0
248,6,0
248,7,0.002881844
248,8,0.020172911
248,9,0.048991354
248,10,0.089337176
248,11,0.18443804
248,12,0.328530259
248,13,0.334293948
248,14,0.317002882
248,15,0.265129683
248,16,0.167146974
248,17,0.135446686
248,18,0.057636888
248,19,0.005763689
248,20,0
249,6,0
249,7,0.005763689
249,8,0.028818444
249,9,0.069164265
249,10,0.095100865
249,11,0.198847262
249,12,0.363112392
249,13,0.57925072
249,14,0.593659942
249,15,0.412103746
249,16,0.319884726
249,17,0.247838617
249,18,0.080691643
249,19,0.011527378
249,20,0
250,6,0
250,7,0.014409222
250,8,0.097982709
250,9,0.201729107
250,10,0.342939481
250,11,0.400576369
250,12,0.481268012
250,13,0.432276657
250,14,0.279538905
250,15,0.187319885
250,16,0.109510086
250,17,0.04610951
250,18,0.011527378
250,19,0
250,20,0
251,6,0
251,7,0.002881844
251,8,0.005763689
251,9,0.031700288
251,10,0.074927954
251,11,0.103746398
251,12,0.158501441
251,13,0.097982709
251,14,0.043227666
251,15,0.037463977
251,16,0.025936599
251,17,0.017291066
251,18,0.011527378
251,19,0
251,20,0
252,6,0
252,7,0.002881844
252,8,0.028818444
252,9,0.028818444
252,10,0.057636888
252,11,0.146974063
252,12,0.100864553
252,13,0.086455331
252,14,0.089337176
252,15,0.074927954
252,16,0.074927954
252,17,0.025936599
252,18,0.008645533
252,19,0
252,20,0
253,6,0
253,7,0.008645533
253,8,0.040345821
253,9,0.060518732
253,10,0.100864553
253,11,0.227665706
253,12,0.426512968
253,13,0.81556196
253,14,0.737752161
253,15,0.42074928
253,16,0.527377522
253,17,0.244956772
253,18,0.103746398
253,19,0.008645533
253,20,0
254,6,0
254,7,0.008645533
254,8,0.04610951
254,9,0.250720461
254,10,0.39481268
254,11,0.400576369
254,12,0.42074928
254,13,0.452449568
254,14,0.365994236
254,15,0.449567723
254,16,0.585014409
254,17,0.377521614
254,18,0.16426513
254,19,0.023054755
254,20,0
255,6,0
255,7,0.008645533
255,8,0.09221902
255,9,0.193083573
255,10,0.285302594
255,11,0.57925072
255,12,0.492795389
255,13,0.42074928
255,14,0.515850144
255,15,0.521613833
255,16,0.322766571
255,17,0.187319885
255,18,0.09221902
255,19,0.020172911
255,20,0
256,6,0
256,7,0.020172911
256,8,0.09221902
256,9,0.247838617
256,10,0.536023055
256,11,0.809798271
256,12,0.720461095
256,13,0.288184438
256,14,0.190201729
256,15,0.443804035
256,16,0.740634006
256,17,0.44092219
256,18,0.193083573
256,19,0.025936599
256,20,0
257,6,0
257,7,0.031700288
257,8,0.109510086
257,9,0.187319885
257,10,0.42074928
257,11,0.778097983
257,12,0.662824207
257,13,0.636887608
257,14,0.498559078
257,15,0.429394813
257,16,0.403458213
257,17,0.377521614
257,18,0.18443804
257,19,0.023054755
257,20,0
258,6,0
258,7,0.023054755
258,8,0.149855908
258,9,0.319884726
258,10,0.510086455
258,11,0.380403458
258,12,0.731988473
258,13,0.44092219
258,14,0.674351585
258,15,0.39481268
258,16,0.351585014
258,17,0.285302594
258,18,0.187319885
258,19,0.020172911
258,20,0
259,6,0
259,7,0.025936599
259,8,0.086455331
259,9,0.181556196
259,10,0.190201729
259,11,0.198847262
259,12,0.314121037
259,13,0.314121037
259,14,0.484149856
259,15,0.752161383
259,16,0.703170029
259,17,0.331412104
259,18,0.057636888
259,19,0.002881844
259,20,0
260,6,0
260,7,0.040345821
260,8,0.132564841
260,9,0.389048991
260,10,0.642651297
260,11,0.659942363
260,12,0.334293948
260,13,0.694524496
260,14,0.74351585
260,15,0.556195965
260,16,0.34870317
260,17,0.438040346
260,18,0.198847262
260,19,0.025936599
260,20,0
261,6,0
261,7,0.031700288
261,8,0.172910663
261,9,0.337175793
261,10,0.642651297
261,11,0.489913545
261,12,0.590778098
261,13,0.484149856
261,14,0.772334294
261,15,0.631123919
261,16,0.495677233
261,17,0.34870317
261,18,0.152737752
261,19,0.025936599
261,20,0
262,6,0
262,7,0.031700288
262,8,0.109510086
262,9,0.172910663
262,10,0.299711816
262,11,0.587896254
262,12,0.824207493
262,13,0.360230548
262,14,0.406340058
262,15,0.616714697
262,16,0.5129683
262,17,0.334293948
262,18,0.250720461
262,19,0.031700288
262,20,0
263,6,0
263,7,0.037463977
263,8,0.129682997
263,9,0.247838617
263,10,0.172910663
263,11,0.57925072
263,12,0.772334294
263,13,0.965417867
263,14,0.925072046
263,15,0.729106628
263,16,0.619596542
263,17,0.414985591
263,18,0.227665706
263,19,0.025936599
263,20,0
264,6,0
264,7,0.011527378
264,8,0.100864553
264,9,0.363112392
264,10,0.357348703
264,11,0.682997118
264,12,0.544668588
264,13,0.495677233
264,14,0.582132565
264,15,0.317002882
264,16,0.342939481
264,17,0.170028818
264,18,0.066282421
264,19,0.014409222
264,20,0
265,6,0
265,7,0.034582133
265,8,0.121037464
265,9,0.216138329
265,10,0.423631124
265,11,0.501440922
265,12,0.550432277
265,13,0.731988473
265,14,0.599423631
265,15,0.726224784
265,16,0.587896254
265,17,0.403458213
265,18,0.129682997
265,19,0.017291066
265,20,0
266,6,0
266,7,0.031700288
266,8,0.216138329
266,9,0.340057637
266,10,0.57925072
266,11,0.590778098
266,12,0.726224784
266,13,0.878962536
266,14,0.841498559
266,15,0.69740634
266,16,0.5129683
266,17,0.342939481
266,18,0.123919308
266,19,0.011527378
266,20,0
267,6,0
267,7,0.051873199
267,8,0.161383285
267,9,0.195965418
267,10,0.25648415
267,11,0.380403458
267,12,0.55907781
267,13,0.380403458
267,14,0.132564841
267,15,0.051873199
267,16,0.040345821
267,17,0.034582133
267,18,0.083573487
267,19,0.028818444
267,20,0
268,6,0
268,7,0.025936599
268,8,0.11815562
268,9,0.296829971
268,10,0.293948127
268,11,0.717579251
268,12,0.858789625
268,13,0.942363112
268,14,0.873198847
268,15,0.746397695
268,16,0.602305476
268,17,0.285302594
268,18,0.146974063
268,19,0.034582133
268,20,0
269,6,0
269,7,0.048991354
269,8,0.181556196
269,9,0.319884726
269,10,0.224783862
269,11,0.5129683
269,12,0.544668588
269,13,0.642651297
269,14,0.158501441
269,15,0.296829971
269,16,0.181556196
269,17,0.247838617
269,18,0.100864553
269,19,0.011527378
269,20,0
270,6,0
270,7,0.025936599
270,8,0.115273775
270,9,0.161383285
270,10,0.23054755
270,11,0.553314121
270,12,0.354466859
270,13,0.363112392
270,14,0.311239193
270,15,0.403458213
270,16,0.377521614
270,17,0.144092219
270,18,0.057636888
270,19,0.011527378
270,20,0
271,6,0
271,7,0.005763689
271,8,0.020172911
271,9,0
271,10,0.002881844
271,11,0.020172911
271,12,0.020172911
271,13,0.034582133
271,14,0.066282421
271,15,0.190201729
271,16,0.23054755
271,17,0.129682997
271,18,0.074927954
271,19,0.011527378
271,20,0
272,6,0
272,7,0.002881844
272,8,0.011527378
272,9,0.07204611
272,10,0.04610951
272,11,0.040345821
272,12,0.172910663
272,13,0.219020173
272,14,0.069164265
272,15,0.048991354
272,16,0.054755043
272,17,0.103746398
272,18,0.112391931
272,19,0.014409222
272,20,0
273,6,0
273,7,0.043227666
273,8,0.178674352
273,9,0.461095101
273,10,0.680115274
273,11,0.829971182
273,12,0.925072046
273,13,0.930835735
273,14,0.899135447
273,15,0.827089337
273,16,0.463976945
273,17,0.198847262
273,18,0.172910663
273,19,0.014409222
273,20,0
274,6,0
274,7,0.011527378
274,8,0.095100865
274,9,0.149855908
274,10,0.216138329
274,11,0.345821326
274,12,0.731988473
274,13,0.299711816
274,14,0.16426513
274,15,0.161383285
274,16,0.144092219
274,17,0.144092219
274,18,0.07204611
274,19,0.008645533
274,20,0
275,6,0
275,7,0.023054755
275,8,0.054755043
275,9,0.089337176
275,10,0.126801153
275,11,0.268011527
275,12,0.472622478
275,13,0.677233429
275,14,0.550432277
275,15,0.383285303
275,16,0.325648415
275,17,0.112391931
275,18,0.054755043
275,19,0.017291066
275,20,0
276,6,0
276,7,0.048991354
276,8,0.193083573
276,9,0.365994236
276,10,0.530259366
276,11,0.668587896
276,12,0.731988473
276,13,0.757925072
276,14,0.53314121
276,15,0.657060519
276,16,0.553314121
276,17,0.383285303
276,18,0.170028818
276,19,0.028818444
276,20,0
277,6,0
277,7,0.023054755
277,8,0.106628242
277,9,0.149855908
277,10,0.377521614
277,11,0.544668588
277,12,0.556195965
277,13,0.795389049
277,14,0.904899135
277,15,0.423631124
277,16,0.536023055
277,17,0.365994236
277,18,0.09221902
277,19,0.037463977
277,20,0
278,6,0
278,7,0.028818444
278,8,0.109510086
278,9,0.285302594
278,10,0.363112392
278,11,0.613832853
278,12,0.472622478
278,13,0.734870317
278,14,0.639769452
278,15,0.146974063
278,16,0.167146974
278,17,0.216138329
278,18,0.129682997
278,19,0.034582133
278,20,0
279,6,0
279,7,0.04610951
279,8,0.195965418
279,9,0.187319885
279,10,0.30259366
279,11,0.83573487
279,12,0.925072046
279,13,0.691642651
279,14,0.821325648
279,15,0.510086455
279,16,0.438040346
279,17,0.054755043
279,18,0.051873199
279,19,0.020172911
279,20,0
280,6,0
280,7,0.031700288
280,8,0.126801153
280,9,0.268011527
280,10,0.406340058
280,11,0.682997118
280,12,0.576368876
280,13,0.772334294
280,14,0.847262248
280,15,0.757925072
280,16,0.731988473
280,17,0.461095101
280,18,0.11815562
280,19,0.023054755
280,20,0
281,6,0
281,7,0.051873199
281,8,0.219020173
281,9,0.5129683
281,10,0.737752161
281,11,0.389048991
281,12,0.46685879
281,13,0.829971182
281,14,0.587896254
281,15,0.628242075
281,16,0.708933718
281,17,0.481268012
281,18,0.224783862
281,19,0.04610951
281,20,0
282,6,0
282,7,0.040345821
282,8,0.253602305
282,9,0.478386167
282,10,0.700288184
282,11,0.824207493
282,12,0.959654179
282,13,0.971181556
282,14,0.925072046
282,15,0.806916427
282,16,0.636887608
282,17,0.432276657
282,18,0.216138329
282,19,0.040345821
282,20,0
283,6,0
283,7,0.04610951
283,8,0.051873199
283,9,0.057636888
283,10,0.034582133
283,11,0.025936599
283,12,0.086455331
283,13,0.221902017
283,14,0.377521614
283,15,0.518731988
283,16,0.536023055
283,17,0.282420749
283,18,0.132564841
283,19,0.023054755
283,20,0
284,6,0
284,7,0.051873199
284,8,0.195965418
284,9,0.383285303
284,10,0.642651297
284,11,0.680115274
284,12,0.694524496
284,13,0.841498559
284,14,0.775216138
284,15,0.665706052
284,16,0.616714697
284,17,0.452449568
284,18,0.227665706
284,19,0.048991354
284,20,0
285,6,0
285,7,0.051873199
285,8,0.132564841
285,9,0.371757925
285,10,0.714697406
285,11,0.821325648
285,12,0.731988473
285,13,0.723342939
285,14,0.757925072
285,15,0.680115274
285,16,0.170028818
285,17,0.074927954
285,18,0.054755043
285,19,0.014409222
285,20,0
286,6,0
286,7,0.028818444
286,8,0.144092219
286,9,0.46685879
286,10,0.688760807
286,11,0.824207493
286,12,0.757925072
286,13,0.749279539
286,14,0.625360231
286,15,0.714697406
286,16,0.475504323
286,17,0.198847262
286,18,0.18443804
286,19,0.043227666
286,20,0
287,6,0
287,7,0.04610951
287,8,0.253602305
287,9,0.484149856
287,10,0.682997118
287,11,0.829971182
287,12,0.925072046
287,13,0.982708934
287,14,0.922190202
287,15,0.818443804
287,16,0.654178674
287,17,0.449567723
287,18,0.224783862
287,19,0.025936599
287,20,0
288,6,0
288,7,0.025936599
288,8,0.051873199
288,9,0.103746398
288,10,0.253602305
288,11,0.227665706
288,12,0.645533141
288,13,0.677233429
288,14,0.755043228
288,15,0.812680115
288,16,0.593659942
288,17,0.429394813
288,18,0.155619597
288,19,0.04610951
288,20,0
289,6,0
289,7,0.048991354
289,8,0.221902017
289,9,0.435158501
289,10,0.550432277
289,11,0.841498559
289,12,0.916426513
289,13,0.92795389
289,14,0.708933718
289,15,0.749279539
289,16,0.593659942
289,17,0.391930836
289,18,0.16426513
289,19,0.037463977
289,20,0
290,6,0
290,7,0.069164265
290,8,0.250720461
290,9,0.417867435
290,10,0.536023055
290,11,0.804034582
290,12,0.864553314
290,13,0.930835735
290,14,0.913544669
290,15,0.786743516
290,16,0.616714697
290,17,0.397694524
290,18,0.144092219
290,19,0.037463977
290,20,0
291,6,0
291,7,0.077809798
291,8,0.207492795
291,9,0.253602305
291,10,0.354466859
291,11,0.671469741
291,12,0.783861671
291,13,0.971181556
291,14,0.795389049
291,15,0.824207493
291,16,0.668587896
291,17,0.400576369
291,18,0.207492795
291,19,0.04610951
291,20,0
292,6,0
292,7,0.063400576
292,8,0.259365994
292,9,0.461095101
292,10,0.501440922
292,11,0.812680115
292,12,0.899135447
292,13,0.962536023
292,14,0.867435159
292,15,0.78962536
292,16,0.645533141
292,17,0.242074928
292,18,0.152737752
292,19,0.040345821
292,20,0
293,6,0
293,7,0.060518732
293,8,0.193083573
293,9,0.4870317
293,10,0.700288184
293,11,0.821325648
293,12,0.904899135
293,13,0.847262248
293,14,0.619596542
293,15,0.4870317
293,16,0.475504323
293,17,0.314121037
293,18,0.187319885
293,19,0.028818444
293,20,0
294,6,0
294,7,0.07204611
294,8,0.244956772
294,9,0.463976945
294,10,0.654178674
294,11,0.821325648
294,12,0.884726225
294,13,0.729106628
294,14,0.573487032
294,15,0.619596542
294,16,0.5129683
294,17,0.13832853
294,18,0.048991354
294,19,0.011527378
294,20,0
295,6,0
295,7,0.040345821
295,8,0.152737752
295,9,0.42074928
295,10,0.65129683
295,11,0.587896254
295,12,0.92795389
295,13,0.959654179
295,14,0.893371758
295,15,0.752161383
295,16,0.484149856
295,17,0.285302594
295,18,0.181556196
295,19,0.040345821
295,20,0
296,6,0
296,7,0.002881844
296,8,0.014409222
296,9,0.063400576
296,10,0.083573487
296,11,0.198847262
296,12,0.146974063
296,13,0.129682997
296,14,0.123919308
296,15,0.109510086
296,16,0.066282421
296,17,0.279538905
296,18,0.146974063
296,19,0.025936599
296,20,0
297,6,0.002881844
297,7,0.051873199
297,8,0.135446686
297,9,0.247838617
297,10,0.541786744
297,11,0.4870317
297,12,0.648414986
297,13,0.90778098
297,14,0.90778098
297,15,0.648414986
297,16,0.311239193
297,17,0.13832853
297,18,0.123919308
297,19,0.034582133
297,20,0
298,6,0.002881844
298,7,0.09221902
298,8,0.219020173
298,9,0.42074928
298,10,0.570605187
298,11,0.694524496
298,12,0.553314121
298,13,0.423631124
298,14,0.103746398
298,15,0.291066282
298,16,0.086455331
298,17,0.086455331
298,18,0.063400576
298,19,0.025936599
298,20,0
299,6,0.002881844
299,7,0.025936599
299,8,0.028818444
299,9,0.112391931
299,10,0.227665706
299,11,0.319884726
299,12,0.103746398
299,13,0.279538905
299,14,0.409221902
299,15,0.158501441
299,16,0.135446686
299,17,0.161383285
299,18,0.089337176
299,19,0.028818444
299,20,0
